cellID,cx,cy,p1,p2,p3,nbr12,nbr23,nbr31,n12x,n12y,n23x,n23y,n31x,n31y
1099,0.257575757575758,0.43029807659238,541,540,385,886,1026,1098,0.0,-1.0,0.865155466932967,0.501503756751631,-0.865155466932967,0.501503756751632
1100,0.0610318054032607,-0.257421681301392,526,369,370,2029,757,1101,0.90865540750637,-0.417546824211886,-0.163414259138462,0.98655754009091,-0.766329848266688,-0.642447323642612
1101,0.0438892939873864,-0.27015229757886,526,370,527,1100,919,1132,0.766329848266688,0.642447323642612,-0.937554308012468,0.347838927561684,0.0943674173796587,-0.995537438038918
1102,-0.363898097339133,0.43741376057273,561,405,406,849,622,1103,0.874704573121191,-0.48465648634974,-0.0587314711431445,0.998273817295316,-0.818263844874128,-0.574842830843187
1103,-0.379458025718345,0.427204144557888,561,406,562,1102,844,1215,0.818263844874128,0.574842830843187,-0.879792013955147,0.475358824658539,0.147783019181336,-0.989019807305015
1104,0.413630756495339,-0.380312421486178,1086,617,618,1165,1023,548,-0.485674078684077,-0.874139971225646,0.999632105756025,-0.0271229264972319,-0.596314501125296,0.80275090516778
1105,0.385637757458911,-0.274145965502858,846,738,739,1404,1136,1416,-0.442605339918447,-0.896716517677508,0.99992431644888,0.0123029010497386,-0.525340595789632,0.850892036873888
1106,0.403607206556751,-0.18154706753466,741,624,742,1350,1090,1604,0.501503756751632,-0.865155466932967,0.498050498893853,0.867148026897129,-0.998583523242116,-0.0532066453496398
1107,0.40383563531733,-0.242765308708991,740,739,622,1255,833,978,-0.999518316254789,0.0310344239706604,0.512355659172647,-0.858773356895615,0.501503756751636,0.865155466932964
1108,-0.403978261103166,-0.303183185227747,709,586,710,1300,1109,1596,-0.48235262385241,0.875977137979465,-0.501503756751632,-0.865155466932967,0.999833435376739,-0.0182510685371742
1109,-0.412872595740475,-0.318181818181818,710,586,587,1108,993,1251,0.501503756751632,0.865155466932967,-1.0,1.8318679906315103e-15,0.501503756751631,-0.865155466932967
