edgeID,n1,n2,triL,triR,len,mx,my,nLx,nLy
195,65,218,17,163,0.0302121668034062,0.295454545454546,0.486930889361071,0.865155466932968,0.50150375675163
196,65,219,17,159,0.0302121668034062,0.280303030303031,0.486930889361071,-0.865155466932966,0.501503756751633
197,66,67,493,0,0.0303030303030303,0.242424242424243,0.5,0,1
198,66,219,159,364,0.0302121668034061,0.265151515151516,0.486930889361071,-0.865155466932969,-0.501503756751629
199,66,220,364,493,0.0302121668034063,0.25,0.486930889361071,-0.865155466932966,0.501503756751634
200,67,68,223,0,0.0303030303030303,0.212121212121213,0.5,0,1
201,67,220,493,494,0.0302121668034061,0.234848484848485,0.486930889361071,-0.865155466932969,-0.501503756751629
202,67,221,223,494,0.0302121668034063,0.21969696969697,0.486930889361071,0.865155466932965,-0.501503756751635
203,68,69,395,0,0.0303030303030303,0.181818181818182,0.5,0,1
204,68,221,223,396,0.0302121668034062,0.204545454545455,0.486930889361071,-0.865155466932968,-0.501503756751629
205,68,222,395,396,0.0302121668034063,0.18939393939394,0.486930889361071,0.865155466932966,-0.501503756751633
206,69,70,23,0,0.0303030303030304,0.151515151515152,0.5,0,1
207,69,222,21,395,0.0302121668034062,0.174242424242425,0.486930889361071,0.865155466932969,0.501503756751629
208,69,223,21,23,0.0302121668034064,0.159090909090909,0.486930889361071,-0.865155466932966,0.501503756751634
209,70,71,24,0,0.0303030303030302,0.121212121212122,0.5,0,1
210,70,223,23,26,0.0302121668034063,0.143939393939394,0.486930889361071,-0.865155466932969,-0.501503756751628
211,70,224,24,26,0.0302121668034062,0.128787878787879,0.486930889361071,0.865155466932965,-0.501503756751635
212,71,72,373,0,0.0303030303030303,0.0909090909090913,0.5,0,1
213,71,224,24,342,0.0302121668034061,0.113636363636364,0.486930889361071,-0.865155466932969,-0.501503756751629
214,71,225,342,373,0.0302121668034062,0.0984848484848488,0.486930889361071,-0.865155466932966,0.501503756751634
215,72,73,28,0,0.0303030303030303,0.060606060606061,0.5,0,1
216,72,225,373,374,0.0302121668034062,0.0833333333333337,0.486930889361071,-0.865155466932968,-0.50150375675163
217,72,226,28,374,0.0302121668034063,0.0681818181818185,0.486930889361071,0.865155466932967,-0.501503756751632
218,73,74,317,0,0.0303030303030303,0.0303030303030307,0.5,0,1
219,73,226,28,318,0.0302121668034063,0.0530303030303034,0.486930889361071,-0.86515546693297,-0.501503756751627
220,73,227,317,318,0.0302121668034062,0.0378787878787883,0.486930889361071,0.865155466932965,-0.501503756751636
221,74,75,36,0,0.0303030303030304,4.0766001685455e-16,0.5,0,1
222,74,227,247,317,0.0302121668034061,0.0227272727272731,0.486930889361071,0.865155466932968,0.501503756751631
223,74,228,36,247,0.0302121668034064,0.00757575757575795,0.486930889361071,0.865155466932966,-0.501503756751634
224,75,76,10,0,0.0303030303030302,-0.0303030303030299,0.5,0,1
225,75,228,36,367,0.0302121668034063,-0.00757575757575724,0.486930889361071,-0.865155466932969,-0.501503756751629
226,75,229,10,367,0.0302121668034061,-0.0227272727272723,0.486930889361071,0.865155466932967,-0.501503756751632
227,76,77,27,0,0.0303030303030303,-0.0606060606060601,0.5,0,1
228,76,229,10,31,0.0302121668034061,-0.0378787878787874,0.486930889361071,-0.865155466932968,-0.501503756751631
229,76,230,27,31,0.0302121668034063,-0.0530303030303025,0.486930889361071,0.865155466932967,-0.501503756751631
230,77,78,491,0,0.0303030303030302,-0.0909090909090904,0.5,0,1
231,77,230,27,492,0.0302121668034063,-0.0681818181818177,0.486930889361071,-0.865155466932968,-0.50150375675163
232,77,231,491,492,0.0302121668034062,-0.0833333333333329,0.486930889361071,0.865155466932967,-0.501503756751633
233,78,79,32,0,0.0303030303030304,-0.121212121212121,0.5,0,1
234,78,231,356,491,0.0302121668034061,-0.098484848484848,0.486930889361071,0.865155466932969,0.501503756751629
235,78,232,32,356,0.0302121668034064,-0.113636363636363,0.486930889361071,0.865155466932966,-0.501503756751634
236,79,80,435,0,0.0303030303030302,-0.151515151515151,0.5,0,1
237,79,232,32,436,0.0302121668034063,-0.128787878787878,0.486930889361071,-0.865155466932969,-0.501503756751628
238,79,233,435,436,0.0302121668034062,-0.143939393939393,0.486930889361071,0.865155466932965,-0.501503756751636
239,80,81,38,0,0.0303030303030304,-0.181818181818181,0.5,0,1
240,80,233,212,435,0.0302121668034061,-0.159090909090909,0.486930889361071,0.865155466932969,0.501503756751628
241,80,234,38,212,0.0302121668034063,-0.174242424242424,0.486930889361071,0.865155466932965,-0.501503756751635
242,81,82,233,0,0.0303030303030304,-0.212121212121212,0.5,0,1
243,81,234,38,234,0.0302121668034062,-0.189393939393939,0.486930889361071,-0.865155466932969,-0.501503756751629
244,81,235,233,234,0.0302121668034063,-0.204545454545454,0.486930889361071,0.865155466932966,-0.501503756751634
245,82,83,37,0,0.0303030303030304,-0.242424242424242,0.5,0,1
246,82,235,174,233,0.0302121668034062,-0.219696969696969,0.486930889361071,0.865155466932967,0.501503756751631
247,82,236,37,174,0.0302121668034063,-0.234848484848484,0.486930889361071,0.865155466932967,-0.501503756751632
248,83,84,457,0,0.0303030303030303,-0.272727272727272,0.5,0,1
249,83,236,37,420,0.0302121668034063,-0.25,0.486930889361071,-0.865155466932967,-0.501503756751632
250,83,237,420,457,0.0302121668034062,-0.265151515151515,0.486930889361071,-0.865155466932967,0.501503756751631
251,84,85,41,0,0.0303030303030304,-0.303030303030303,0.5,0,1
252,84,237,457,458,0.0302121668034062,-0.28030303030303,0.486930889361071,-0.865155466932966,-0.501503756751633
253,84,238,41,458,0.0302121668034063,-0.295454545454545,0.486930889361071,0.865155466932968,-0.501503756751631
254,85,86,441,0,0.0303030303030304,-0.333333333333333,0.5,0,1
255,85,238,41,242,0.0302121668034063,-0.31060606060606,0.486930889361071,-0.865155466932966,-0.501503756751633
256,85,239,242,441,0.0302121668034062,-0.325757575757575,0.486930889361071,-0.865155466932968,0.50150375675163
257,86,87,399,0,0.0303030303030304,-0.363636363636364,0.5,0,1
258,86,239,441,442,0.0302121668034063,-0.340909090909091,0.486930889361071,-0.865155466932965,-0.501503756751635
259,86,240,399,442,0.0318823620282994,-0.356335600757234,0.486126033700361,0.870322361142782,-0.492482474505289
260,87,88,50,0,0.0303030303030303,-0.393939393939394,0.5,0,1
261,87,240,399,400,0.0313552598139967,-0.371487115908749,0.486126033700361,-0.884953043409072,-0.465680266879563
262,87,241,50,400,0.0317506172529973,-0.386775844391049,0.486280749673938,0.86418794423702,-0.503169153501478
263,88,89,353,0,0.0303030303030303,-0.424242424242424,0.5,0,1
264,88,241,48,50,0.0309537895347726,-0.401927359542564,0.486280749673938,0.886434296560055,0.462854445676047
265,88,242,48,353,0.0327356209687575,-0.417619042198118,0.486029453634225,-0.853537886396497,0.521030782666245
266,89,90,391,0,0.0303030303030302,-0.454545454545454,0.5,0,1
267,89,242,46,353,0.0309221833293261,-0.432770557349633,0.486029453634225,0.903593786828475,0.428390322492205
268,89,243,46,391,0.0287379339424384,-0.447100048044513,0.487872217791964,-0.844026034183756,0.536302203631536
269,90,243,391,392,0.0284617061505317,-0.462251563196028,0.487872217791964,-0.852217512463421,-0.52318764458907
270,90,338,45,392,0.0227923381540046,-0.474526050741142,0.489677565892657,0.905781060073428,-0.423745998461645
271,91,92,105,0,0.0312437472945285,-0.0465722152529673,-0.193873633664251,0.233574694568231,0.972338861743866
272,91,204,481,482,0.0308029402308457,-0.0242617781751432,-0.211179051010966,-0.886703858698314,-0.462337827751007
273,91,205,105,482,0.0310790717751778,-0.0420209790277335,-0.208849427173105,0.728909745120327,-0.684609803806971
274,92,93,483,0,0.0314773248777725,-0.0763024949150444,-0.184201584614179,0.382699273697322,0.923872970657515
275,92,205,105,484,0.0313041941214087,-0.0572107338682209,-0.205200552807362,-0.956791505366498,-0.290774853208647
276,92,206,483,484,0.0319091387578219,-0.0741346886884287,-0.200297699218713,0.6313514129388,-0.775496868710752
277,93,94,188,0,0.031243875568142,-0.104163714398341,-0.170017280482343,0.522414668417677,0.852691570394623
278,93,206,469,483,0.0324828748234184,-0.0886752135100183,-0.194274524534384,0.991052343244583,0.133473791245404
279,93,207,188,469,0.0298872353816993,-0.104285956621864,-0.184705212944342,0.436761910637549,-0.899577141448269
280,94,95,95,0,0.0314731358238107,-0.129452882648678,-0.151638753636073,0.649277368226722,0.760551707057831
281,94,207,188,331,0.0293768822831473,-0.117606651283571,-0.176544083496835,-0.999965368716179,0.00832234151639944
282,94,208,95,331,0.0307115518121481,-0.132117070146649,-0.166512875549152,0.303255566035841,-0.952909262033003
